bucket_id,level,assigned_samples,used_local_decision,fallback_to_parent,parent_id,is_weak,effective_bucket_id,fallback_from_children
L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=OTHER,3,38,0,38,L1_Contract=one_year|L2_tenure=mid_term,True,L1_Contract=one_year|L2_tenure=mid_term,0
L1_Contract=one_year|L2_tenure=mid_term,2,0,169,0,L1_Contract=one_year,False,L1_Contract=one_year|L2_tenure=mid_term,169
L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,3,79,0,79,L1_Contract=one_year|L2_tenure=mid_term,True,L1_Contract=one_year|L2_tenure=mid_term,0
L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,3,52,0,52,L1_Contract=one_year|L2_tenure=mid_term,True,L1_Contract=one_year|L2_tenure=mid_term,0
L1_Contract=one_year|L2_tenure=new|L3_InternetService=OTHER,3,14,0,14,L1_Contract=one_year|L2_tenure=new,True,L1_Contract=one_year|L2_tenure=new,0
L1_Contract=one_year|L2_tenure=new,2,0,22,0,L1_Contract=one_year,False,L1_Contract=one_year|L2_tenure=new,22
L1_Contract=one_year|L2_tenure=new|L3_InternetService=others,3,8,0,8,L1_Contract=one_year|L2_tenure=new,True,L1_Contract=one_year|L2_tenure=new,0
L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=OTHER,3,26,0,26,L1_Contract=one_year|L2_tenure=short_term,True,L1_Contract=one_year|L2_tenure=short_term,0
L1_Contract=one_year|L2_tenure=short_term,2,0,45,0,L1_Contract=one_year,False,L1_Contract=one_year|L2_tenure=short_term,45
L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=dsl,3,16,0,16,L1_Contract=one_year|L2_tenure=short_term,True,L1_Contract=one_year|L2_tenure=short_term,0
L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=others,3,3,0,3,L1_Contract=one_year|L2_tenure=short_term,True,L1_Contract=one_year|L2_tenure=short_term,0
L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=OTHER,3,50,0,50,L1_Contract=two_year|L2_tenure=long_term,True,L1_Contract=two_year|L2_tenure=long_term,0
L1_Contract=two_year|L2_tenure=long_term,2,0,188,0,L1_Contract=two_year,False,L1_Contract=two_year|L2_tenure=long_term,188
L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl,3,78,0,78,L1_Contract=two_year|L2_tenure=long_term,True,L1_Contract=two_year|L2_tenure=long_term,0
L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,3,60,0,60,L1_Contract=two_year|L2_tenure=long_term,True,L1_Contract=two_year|L2_tenure=long_term,0
L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=OTHER,3,52,0,52,L1_Contract=two_year|L2_tenure=mid_term,True,ROOT,0
L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,3,39,39,0,L1_Contract=two_year|L2_tenure=mid_term,False,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,0
L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=fiber,3,12,0,12,L1_Contract=two_year|L2_tenure=mid_term,True,ROOT,0
L1_Contract=two_year|L2_tenure=others,2,9,0,9,L1_Contract=two_year,True,ROOT,0
L1_Contract=two_year|L2_tenure=short_term,2,23,0,23,L1_Contract=two_year,True,ROOT,0
