fold,bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
1,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,fiber,339,233,106,86.0,True,False,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber
1,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,67,48,19,13.0,True,True,ROOT
1,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,74,56,18,12.0,True,True,L1_Contract=one_year|L2_tenure=long_term
1,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,157,110,47,43.0,True,True,L1_Contract=one_year|L2_tenure=long_term
1,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,24,11,13,3.0,True,True,L1_Contract=one_year|L2_tenure=long_term
1,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,285,200,85,78.0,True,False,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl
1,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,250,172,78,59.0,True,False,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber
1,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,134,102,32,33.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
1,L1_Contract=one_year|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=new,3,L3_InternetService,categorical_group,no_internet,62,42,20,13.0,True,True,L1_Contract=one_year|L2_tenure=new
1,L1_Contract=one_year|L2_tenure=new|L3_InternetService=others,L1_Contract=one_year|L2_tenure=new,3,L3_InternetService,categorical_group,others,37,26,11,12.0,True,True,L1_Contract=one_year|L2_tenure=new
1,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,65,47,18,14.0,True,True,L1_Contract=one_year|L2_tenure=short_term
1,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,75,55,20,20.0,True,True,L1_Contract=one_year|L2_tenure=short_term
1,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,others,19,16,3,4.0,True,True,L1_Contract=one_year|L2_tenure=short_term
1,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,318,236,82,84.0,True,False,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl
1,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,270,187,83,66.0,True,True,L1_Contract=two_year|L2_tenure=long_term
1,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,no_internet,190,119,71,58.0,True,True,L1_Contract=two_year|L2_tenure=long_term
1,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,153,108,45,30.0,True,True,L1_Contract=two_year|L2_tenure=mid_term
1,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,73,49,24,19.0,True,True,L1_Contract=two_year|L2_tenure=mid_term
1,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,221,143,78,55.0,True,True,L1_Contract=two_year|L2_tenure=mid_term
2,ROOT,ROOT,0,ROOT,ROOT,all,5634,788,337,,False,False,ROOT
2,L1_Contract=month_to_month,ROOT,1,L1_Contract,categorical_group,month_to_month,3090,427,207,,False,True,ROOT
2,L1_Contract=one_year,ROOT,1,L1_Contract,categorical_group,one_year,1160,165,123,,False,True,ROOT
2,L1_Contract=two_year,ROOT,1,L1_Contract,categorical_group,two_year,1384,263,115,,False,True,ROOT
2,L1_Contract=month_to_month|L2_tenure=long_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,long_term,88,64,24,,False,True,ROOT
2,L1_Contract=month_to_month|L2_tenure=mid_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,mid_term,832,134,69,,False,False,L1_Contract=month_to_month|L2_tenure=mid_term
2,L1_Contract=month_to_month|L2_tenure=new,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,new,1580,215,99,,False,False,L1_Contract=month_to_month|L2_tenure=new
2,L1_Contract=month_to_month|L2_tenure=short_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,short_term,590,125,78,,False,True,ROOT
2,L1_Contract=one_year|L2_tenure=long_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,long_term,239,82,64,,False,True,ROOT
2,L1_Contract=one_year|L2_tenure=mid_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,mid_term,666,95,69,,False,False,L1_Contract=one_year|L2_tenure=mid_term
2,L1_Contract=one_year|L2_tenure=new,L1_Contract=one_year,2,L2_tenure,numeric_bin,new,92,64,28,32.0,True,False,L1_Contract=one_year|L2_tenure=new
2,L1_Contract=one_year|L2_tenure=short_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,short_term,163,117,46,,False,False,L1_Contract=one_year|L2_tenure=short_term
2,L1_Contract=two_year|L2_tenure=long_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,long_term,801,110,244,,False,True,ROOT
2,L1_Contract=two_year|L2_tenure=mid_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,mid_term,455,108,84,,False,False,L1_Contract=two_year|L2_tenure=mid_term
2,L1_Contract=two_year|L2_tenure=short_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,short_term,78,57,21,12.0,True,True,ROOT
2,L1_Contract=two_year|L2_tenure=others,L1_Contract=two_year,2,L2_tenure,numeric_bin,others,50,31,19,18.0,True,True,ROOT
2,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,74,52,22,18.0,True,True,ROOT
2,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,14,12,2,2.0,True,True,ROOT
2,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,229,159,70,57.0,True,True,L1_Contract=month_to_month|L2_tenure=mid_term
2,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,556,380,176,139.0,True,True,L1_Contract=month_to_month|L2_tenure=mid_term
2,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,others,47,27,20,8.0,True,True,L1_Contract=month_to_month|L2_tenure=mid_term
2,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,dsl,546,362,184,144.0,True,True,L1_Contract=month_to_month|L2_tenure=new
2,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,fiber,723,505,218,193.0,True,False,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber
2,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,no_internet,311,210,101,77.0,True,True,L1_Contract=month_to_month|L2_tenure=new
2,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,191,148,43,41.0,True,True,ROOT
2,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,fiber,334,239,95,91.0,True,False,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber
2,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,65,49,16,15.0,True,True,ROOT
2,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,64,43,21,22.0,True,True,ROOT
2,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,157,116,41,43.0,True,False,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=fiber
2,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,18,16,2,9.0,True,True,ROOT
2,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,279,202,77,84.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
2,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,249,180,69,60.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
2,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,138,97,41,29.0,True,True,L1_Contract=one_year|L2_tenure=mid_term
2,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,65,47,18,14.0,True,True,L1_Contract=one_year|L2_tenure=short_term
2,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,81,59,22,14.0,True,True,L1_Contract=one_year|L2_tenure=short_term
2,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,others,17,11,6,6.0,True,True,L1_Contract=one_year|L2_tenure=short_term
2,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,326,223,103,76.0,True,False,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl
2,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,265,192,73,71.0,True,True,ROOT
2,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,no_internet,210,142,68,38.0,True,True,ROOT
2,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,152,105,47,31.0,True,True,L1_Contract=two_year|L2_tenure=mid_term
2,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,80,55,25,12.0,True,True,L1_Contract=two_year|L2_tenure=mid_term
2,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,223,160,63,53.0,True,False,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet
3,ROOT,ROOT,0,ROOT,ROOT,all,5634,788,338,,False,False,ROOT
3,L1_Contract=month_to_month,ROOT,1,L1_Contract,categorical_group,month_to_month,3105,436,199,,False,True,ROOT
3,L1_Contract=one_year,ROOT,1,L1_Contract,categorical_group,one_year,1188,160,143,,False,True,ROOT
3,L1_Contract=two_year,ROOT,1,L1_Contract,categorical_group,two_year,1341,272,97,,False,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=long_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,long_term,86,65,21,,False,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=mid_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,mid_term,834,145,55,,False,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=new,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,new,1604,220,99,,False,False,L1_Contract=month_to_month|L2_tenure=new
3,L1_Contract=month_to_month|L2_tenure=short_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,short_term,581,114,81,,False,True,ROOT
3,L1_Contract=one_year|L2_tenure=long_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,long_term,239,79,74,,False,False,L1_Contract=one_year|L2_tenure=long_term
3,L1_Contract=one_year|L2_tenure=mid_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,mid_term,678,89,79,,False,True,ROOT
3,L1_Contract=one_year|L2_tenure=new,L1_Contract=one_year,2,L2_tenure,numeric_bin,new,106,64,42,,False,True,ROOT
3,L1_Contract=one_year|L2_tenure=short_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,short_term,165,122,43,,False,False,L1_Contract=one_year|L2_tenure=short_term
3,L1_Contract=two_year|L2_tenure=long_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,long_term,776,106,241,,False,True,ROOT
3,L1_Contract=two_year|L2_tenure=mid_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,mid_term,438,105,73,,False,True,ROOT
3,L1_Contract=two_year|L2_tenure=short_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,short_term,73,60,13,17.0,True,True,ROOT
3,L1_Contract=two_year|L2_tenure=others,L1_Contract=two_year,2,L2_tenure,numeric_bin,others,54,43,11,14.0,True,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,75,60,15,17.0,True,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,11,5,6,5.0,True,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,235,165,70,51.0,True,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,557,405,152,138.0,True,False,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber
3,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=others,L1_Contract=month_to_month|L2_tenure=mid_term,3,L3_InternetService,categorical_group,others,42,31,11,13.0,True,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,dsl,550,379,171,140.0,True,True,L1_Contract=month_to_month|L2_tenure=new
3,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,fiber,736,511,225,180.0,True,False,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber
3,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=new,3,L3_InternetService,categorical_group,no_internet,318,215,103,70.0,True,True,L1_Contract=month_to_month|L2_tenure=new
3,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,185,144,41,47.0,True,True,ROOT
3,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,fiber,336,229,107,89.0,True,False,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber
3,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,60,41,19,20.0,True,True,ROOT
3,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,60,42,18,26.0,True,True,L1_Contract=one_year|L2_tenure=long_term
3,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,157,107,50,43.0,True,True,L1_Contract=one_year|L2_tenure=long_term
3,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,others,22,16,6,5.0,True,True,L1_Contract=one_year|L2_tenure=long_term
3,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,297,199,98,66.0,True,True,ROOT
3,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,243,164,79,66.0,True,True,ROOT
3,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,138,93,45,29.0,True,True,ROOT
3,L1_Contract=one_year|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=new,3,L3_InternetService,categorical_group,no_internet,64,42,22,11.0,True,True,ROOT
3,L1_Contract=one_year|L2_tenure=new|L3_InternetService=others,L1_Contract=one_year|L2_tenure=new,3,L3_InternetService,categorical_group,others,42,22,20,7.0,True,True,ROOT
3,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,dsl,68,49,19,11.0,True,True,L1_Contract=one_year|L2_tenure=short_term
3,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,no_internet,76,57,19,19.0,True,True,L1_Contract=one_year|L2_tenure=short_term
3,L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=others,L1_Contract=one_year|L2_tenure=short_term,3,L3_InternetService,categorical_group,others,21,16,5,2.0,True,True,L1_Contract=one_year|L2_tenure=short_term
3,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,dsl,315,215,100,87.0,True,False,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=dsl
3,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,fiber,263,183,80,73.0,True,True,ROOT
3,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=long_term,3,L3_InternetService,categorical_group,no_internet,198,137,61,50.0,True,True,ROOT
3,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,dsl,146,100,46,37.0,True,False,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl
3,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,fiber,69,54,15,23.0,True,True,ROOT
3,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=mid_term,3,L3_InternetService,categorical_group,no_internet,223,159,64,53.0,True,False,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=no_internet
4,ROOT,ROOT,0,ROOT,ROOT,all,5635,788,336,,False,False,ROOT
4,L1_Contract=month_to_month,ROOT,1,L1_Contract,categorical_group,month_to_month,3113,477,209,,False,True,ROOT
4,L1_Contract=one_year,ROOT,1,L1_Contract,categorical_group,one_year,1183,158,138,,False,True,ROOT
4,L1_Contract=two_year,ROOT,1,L1_Contract,categorical_group,two_year,1339,277,95,,False,True,ROOT
4,L1_Contract=month_to_month|L2_tenure=long_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,long_term,83,55,28,,False,True,ROOT
4,L1_Contract=month_to_month|L2_tenure=mid_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,mid_term,821,139,57,,False,True,ROOT
4,L1_Contract=month_to_month|L2_tenure=new,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,new,1594,221,96,,False,False,L1_Contract=month_to_month|L2_tenure=new
4,L1_Contract=month_to_month|L2_tenure=short_term,L1_Contract=month_to_month,2,L2_tenure,numeric_bin,short_term,615,124,52,,False,False,L1_Contract=month_to_month|L2_tenure=short_term
4,L1_Contract=one_year|L2_tenure=long_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,long_term,264,93,86,,False,True,ROOT
4,L1_Contract=one_year|L2_tenure=mid_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,mid_term,673,89,75,,False,False,L1_Contract=one_year|L2_tenure=mid_term
4,L1_Contract=one_year|L2_tenure=new,L1_Contract=one_year,2,L2_tenure,numeric_bin,new,97,64,33,27.0,True,True,ROOT
4,L1_Contract=one_year|L2_tenure=short_term,L1_Contract=one_year,2,L2_tenure,numeric_bin,short_term,149,105,44,,False,False,L1_Contract=one_year|L2_tenure=short_term
4,L1_Contract=two_year|L2_tenure=long_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,long_term,791,116,73,,False,True,ROOT
4,L1_Contract=two_year|L2_tenure=mid_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,mid_term,416,97,72,,False,True,ROOT
4,L1_Contract=two_year|L2_tenure=short_term,L1_Contract=two_year,2,L2_tenure,numeric_bin,short_term,75,60,15,15.0,True,True,ROOT
